Customer_ID,R,F,M,R_score,F_score,M_score,RFM_SCORE,Segment
16459,252,1,1401,2,1,1,211,Normal Value
16460,111,4,3090,2,1,2,212,Normal Value
16461,136,4,3780,2,1,2,212,Normal Value
16463,71,8,5120,3,3,3,333,High Value
16464,230,3,908,2,1,1,211,Normal Value
16465,64,6,6297,3,2,3,323,High Value
16466,80,5,3922,3,2,2,322,Key Development
16467,230,5,3926,2,2,2,222,Key Development
16468,212,1,126,2,1,1,211,Normal Value
16469,755,3,2582,1,1,1,111,Hibernated Normal Value
16470,26,7,4708,3,3,3,333,High Value
16471,430,4,2612,1,1,1,111,Hibernated Normal Value
16472,375,7,5699,1,3,3,133,Churned High Value
16473,77,4,1668,3,1,1,311,Normal Value
16474,150,4,1536,2,1,1,211,Normal Value
16475,343,3,650,1,1,1,111,Hibernated Normal Value
16476,139,6,3074,2,2,2,222,Key Development
16477,13,6,3783,3,2,2,322,Key Development
16478,619,8,7068,1,3,3,133,Churned High Value
16479,3,3,4814,3,1,3,313,Key Development
16480,93,11,9733,3,3,3,333,High Value
16481,148,5,5212,2,2,3,223,Key Development
16482,3,5,3905,3,2,2,322,Key Development
16483,206,8,4257,2,3,2,232,Key Development
16484,128,4,4102,2,1,2,212,Normal Value
16485,230,5,2719,2,2,2,222,Key Development
16486,31,5,4023,3,2,2,322,Key Development
16487,449,4,2713,1,1,2,112,Hibernated Normal Value
16488,116,4,2276,2,1,1,211,Normal Value
16489,91,4,4023,3,1,2,312,Normal Value
16490,335,6,5972,1,2,3,123,Churned High Value
16491,124,7,7352,2,3,3,233,High Value
16492,132,5,1635,2,2,1,221,Normal Value
16493,321,6,5610,1,2,3,123,Churned High Value
16494,220,2,1581,2,1,1,211,Normal Value
16495,52,5,3372,3,2,2,322,Key Development
16496,783,3,503,1,1,1,111,Hibernated Normal Value
16497,104,3,1163,3,1,1,311,Normal Value
16498,70,5,3324,3,2,2,322,Key Development
16499,126,6,4959,2,2,3,223,Key Development
16500,648,4,3147,1,1,2,112,Hibernated Normal Value
16501,398,7,5353,1,3,3,133,Churned High Value
16502,78,4,6118,3,1,3,313,Key Development
16503,35,8,4525,3,3,2,332,High Value
16504,137,8,4915,2,3,3,233,High Value
16505,775,1,1245,1,1,1,111,Hibernated Normal Value
16506,31,9,8452,3,3,3,333,High Value
16507,140,4,5335,2,1,3,213,Normal Value
16508,172,5,2024,2,2,1,221,Normal Value
16509,40,4,1381,3,1,1,311,Normal Value
16510,74,5,5272,3,2,3,323,High Value
16511,20,7,7851,3,3,3,333,High Value
16512,44,8,5886,3,3,3,333,High Value
16513,436,5,2500,1,2,1,121,Hibernated Normal Value
16514,50,8,5115,3,3,3,333,High Value
16515,1271,2,1475,1,1,1,111,Hibernated Normal Value
16516,75,6,2888,3,2,2,322,Key Development
16517,60,7,5535,3,3,3,333,High Value
16518,205,8,4389,2,3,2,232,Key Development
16519,91,5,2388,3,2,1,321,Normal Value
16520,470,5,5017,1,2,3,123,Churned High Value
16521,1169,1,876,1,1,1,111,Hibernated Normal Value
16522,78,6,3916,3,2,2,322,Key Development
16523,416,5,5329,1,2,3,123,Churned High Value
16524,51,6,2391,3,2,1,321,Normal Value
16525,169,5,3851,2,2,2,222,Key Development
16526,79,7,6400,3,3,3,333,High Value
16527,202,4,1826,2,1,1,211,Normal Value
16528,264,6,5396,2,2,3,223,Key Development
16529,360,2,1425,1,1,1,111,Hibernated Normal Value
16530,108,11,8142,3,3,3,333,High Value
16531,67,5,4540,3,2,2,322,Key Development
16532,689,3,3073,1,1,2,112,Hibernated Normal Value
16533,21,3,2500,3,1,1,311,Normal Value
16534,702,2,2588,1,1,1,111,Hibernated Normal Value
16535,657,2,2092,1,1,1,111,Hibernated Normal Value
16536,638,3,3195,1,1,2,112,Hibernated Normal Value
16537,241,7,6573,2,3,3,233,High Value
16538,1175,1,1020,1,1,1,111,Hibernated Normal Value
16539,66,8,6053,3,3,3,333,High Value
16540,152,8,7245,2,3,3,233,High Value
16541,201,5,4287,2,2,2,222,Key Development
16542,26,3,2806,3,1,2,312,Normal Value
16543,12,3,2196,3,1,1,311,Normal Value
16544,330,6,8000,1,2,3,123,Churned High Value
16545,1,2,1317,3,1,1,311,Normal Value
16546,301,6,3416,1,2,2,122,Churned High Value
16547,99,5,2930,3,2,2,322,Key Development
16548,118,4,2418,2,1,1,211,Normal Value
16549,1,8,4472,3,3,2,332,High Value
16550,250,6,3301,2,2,2,222,Key Development
16551,34,3,1816,3,1,1,311,Normal Value
16552,19,3,796,3,1,1,311,Normal Value
16553,211,6,3731,2,2,2,222,Key Development
16554,616,3,1572,1,1,1,111,Hibernated Normal Value
16555,0,6,3876,3,2,2,322,Key Development
16557,689,4,1226,1,1,1,111,Hibernated Normal Value
16558,10,4,3303,3,1,2,312,Normal Value
16559,84,6,4011,3,2,2,322,Key Development
16560,224,6,3529,2,2,2,222,Key Development
16561,118,8,5415,2,3,3,233,High Value
16562,44,7,6436,3,3,3,333,High Value
16563,154,5,4202,2,2,2,222,Key Development
16564,109,8,7451,2,3,3,233,High Value
16565,352,7,6567,1,3,3,133,Churned High Value
16566,1,6,4958,3,2,3,323,High Value
16567,109,8,5250,2,3,3,233,High Value
16568,677,6,5407,1,2,3,123,Churned High Value
16569,272,5,3992,2,2,2,222,Key Development
16570,252,8,5692,2,3,3,233,High Value
16571,448,2,853,1,1,1,111,Hibernated Normal Value
16572,584,2,1212,1,1,1,111,Hibernated Normal Value
16573,386,6,6022,1,2,3,123,Churned High Value
16574,160,5,4928,2,2,3,223,Key Development
16575,229,6,6854,2,2,3,223,Key Development
16576,199,6,4967,2,2,3,223,Key Development
16577,213,3,2294,2,1,1,211,Normal Value
16578,425,2,2189,1,1,1,111,Hibernated Normal Value
16579,39,4,2579,3,1,1,311,Normal Value
16580,352,3,3920,1,1,2,112,Hibernated Normal Value
16581,51,8,3294,3,3,2,332,High Value
16582,224,7,7393,2,3,3,233,High Value
16583,123,1,760,2,1,1,211,Normal Value
16584,126,3,1434,2,1,1,211,Normal Value
16585,37,8,8641,3,3,3,333,High Value
16586,374,2,1772,1,1,1,111,Hibernated Normal Value
16587,199,3,843,2,1,1,211,Normal Value
16588,205,3,4895,2,1,3,213,Normal Value
16589,668,5,5780,1,2,3,123,Churned High Value
16590,57,9,4368,3,3,2,332,High Value
16591,283,7,5514,2,3,3,233,High Value
16592,76,8,5564,3,3,3,333,High Value
16593,7,5,5050,3,2,3,323,High Value
16594,192,3,2674,2,1,1,211,Normal Value
16595,182,9,7083,2,3,3,233,High Value
16596,101,6,6014,3,2,3,323,High Value
16597,29,6,3891,3,2,2,322,Key Development
16598,249,3,2969,2,1,2,212,Normal Value
16599,30,6,5298,3,2,3,323,High Value
16600,146,8,6524,2,3,3,233,High Value
16601,123,5,3719,2,2,2,222,Key Development
16602,28,5,2581,3,2,1,321,Normal Value
16603,104,6,5490,3,2,3,323,High Value
16604,301,4,3178,1,1,2,112,Hibernated Normal Value
16605,7,6,4716,3,2,3,323,High Value
16606,117,7,5660,2,3,3,233,High Value
16607,69,6,5692,3,2,3,323,High Value
16608,506,9,5849,1,3,3,133,Churned High Value
16609,101,5,5616,3,2,3,323,High Value
16610,108,3,1973,3,1,1,311,Normal Value
16611,203,5,5269,2,2,3,223,Key Development
16612,409,6,3204,1,2,2,122,Churned High Value
16613,35,5,3795,3,2,2,322,Key Development
16614,0,6,4015,3,2,2,322,Key Development
16615,18,6,4934,3,2,3,323,High Value
16616,103,5,4871,3,2,3,323,High Value
16617,132,3,4234,2,1,2,212,Normal Value
16618,138,2,823,2,1,1,211,Normal Value
16619,449,2,1742,1,1,1,111,Hibernated Normal Value
16620,1030,2,1111,1,1,1,111,Hibernated Normal Value
16621,77,4,3434,3,1,2,312,Normal Value
16622,70,7,6716,3,3,3,333,High Value
16623,15,6,2639,3,2,1,321,Normal Value
16624,179,3,3895,2,1,2,212,Normal Value
16625,181,7,3795,2,3,2,232,Key Development
16626,794,1,476,1,1,1,111,Hibernated Normal Value
16627,143,8,8572,2,3,3,233,High Value
16628,344,4,2548,1,1,1,111,Hibernated Normal Value
16629,32,5,3535,3,2,2,322,Key Development
16630,285,6,5269,2,2,3,223,Key Development
16631,696,1,167,1,1,1,111,Hibernated Normal Value
16632,9,7,7764,3,3,3,333,High Value
16633,651,3,1134,1,1,1,111,Hibernated Normal Value
16634,112,5,4585,2,2,3,223,Key Development
16635,68,6,7557,3,2,3,323,High Value
16636,253,7,7599,2,3,3,233,High Value
16637,84,4,3397,3,1,2,312,Normal Value
16638,42,5,3022,3,2,2,322,Key Development
16639,418,4,2732,1,1,2,112,Hibernated Normal Value
16640,37,5,2832,3,2,2,322,Key Development
16641,85,7,3496,3,3,2,332,High Value
16642,222,5,4453,2,2,2,222,Key Development
16643,352,2,2306,1,1,1,111,Hibernated Normal Value
16644,102,14,8494,3,3,3,333,High Value
16645,260,4,4330,2,1,2,212,Normal Value
16646,389,6,4176,1,2,2,122,Churned High Value
16647,467,2,4410,1,1,2,112,Hibernated Normal Value
16648,91,4,1494,3,1,1,311,Normal Value
16649,84,4,1525,3,1,1,311,Normal Value
16650,467,7,3265,1,3,2,132,Churned High Value
16651,530,3,1517,1,1,1,111,Hibernated Normal Value
16652,204,3,3352,2,1,2,212,Normal Value
16653,186,6,4591,2,2,3,223,Key Development
16654,55,9,3748,3,3,2,332,High Value
16655,8,5,2741,3,2,2,322,Key Development
16656,510,4,3324,1,1,2,112,Hibernated Normal Value
16657,265,3,1534,2,1,1,211,Normal Value
16658,421,5,4800,1,2,3,123,Churned High Value
16659,165,2,453,2,1,1,211,Normal Value
16660,205,11,6134,2,3,3,233,High Value
16661,444,2,1254,1,1,1,111,Hibernated Normal Value
16662,66,5,4472,3,2,2,322,Key Development
16663,798,5,4676,1,2,3,123,Churned High Value
16664,1057,4,3811,1,1,2,112,Hibernated Normal Value
16665,254,3,2439,2,1,1,211,Normal Value
16666,7,8,5836,3,3,3,333,High Value
16667,3,7,5092,3,3,3,333,High Value
16668,252,4,2725,2,1,2,212,Normal Value
16669,527,3,2361,1,1,1,111,Hibernated Normal Value
16670,358,7,4274,1,3,2,132,Churned High Value
16671,38,8,5526,3,3,3,333,High Value
16672,40,6,4599,3,2,3,323,High Value
16673,245,4,2000,2,1,1,211,Normal Value
16674,201,9,9134,2,3,3,233,High Value
16675,628,4,4064,1,1,2,112,Hibernated Normal Value
16676,96,5,5769,3,2,3,323,High Value
16677,339,4,5256,1,1,3,113,Hibernated Normal Value
16678,49,6,3914,3,2,2,322,Key Development
16679,63,4,3755,3,1,2,312,Normal Value
16680,12,5,4607,3,2,3,323,High Value
16681,129,7,4185,2,3,2,232,Key Development
16682,129,8,4579,2,3,3,233,High Value
16683,70,6,4952,3,2,3,323,High Value
16684,29,9,7845,3,3,3,333,High Value
16685,169,5,4598,2,2,3,223,Key Development
16686,10,7,4050,3,3,2,332,High Value
16687,63,5,5297,3,2,3,323,High Value
16688,51,3,3271,3,1,2,312,Normal Value
16689,154,5,4525,2,2,2,222,Key Development
16690,27,2,304,3,1,1,311,Normal Value
16691,159,4,1555,2,1,1,211,Normal Value
16692,654,7,6450,1,3,3,133,Churned High Value
16693,150,5,4141,2,2,2,222,Key Development
16694,308,6,3343,1,2,2,122,Churned High Value
16695,314,4,2265,1,1,1,111,Hibernated Normal Value
16696,489,6,6172,1,2,3,123,Churned High Value
16697,268,5,2569,2,2,1,221,Normal Value
16698,17,10,7410,3,3,3,333,High Value
16699,196,4,2031,2,1,1,211,Normal Value
16700,466,4,4282,1,1,2,112,Hibernated Normal Value
16701,7,4,2349,3,1,1,311,Normal Value
16702,97,6,4902,3,2,3,323,High Value
16703,787,3,1052,1,1,1,111,Hibernated Normal Value
16704,223,7,3575,2,3,2,232,Key Development
16705,191,3,858,2,1,1,211,Normal Value
16706,659,2,1259,1,1,1,111,Hibernated Normal Value
16707,107,2,3257,3,1,2,312,Normal Value
16708,459,2,2036,1,1,1,111,Hibernated Normal Value
16709,709,3,1544,1,1,1,111,Hibernated Normal Value
16710,65,6,3439,3,2,2,322,Key Development
16711,249,9,4411,2,3,2,232,Key Development
16712,12,5,3676,3,2,2,322,Key Development
16714,115,5,3027,2,2,2,222,Key Development
16715,610,2,1764,1,1,1,111,Hibernated Normal Value
16716,573,2,2126,1,1,1,111,Hibernated Normal Value
16717,805,4,3057,1,1,2,112,Hibernated Normal Value
16718,390,7,5988,1,3,3,133,Churned High Value
16719,497,1,384,1,1,1,111,Hibernated Normal Value
16720,493,5,4558,1,2,3,123,Churned High Value
16721,87,8,6162,3,3,3,333,High Value
16722,73,7,5237,3,3,3,333,High Value
16723,147,8,6484,2,3,3,233,High Value
16724,228,5,3018,2,2,2,222,Key Development
16725,6,5,4823,3,2,3,323,High Value
16726,97,3,2402,3,1,1,311,Normal Value
16727,810,6,5403,1,2,3,123,Churned High Value
16728,55,10,8933,3,3,3,333,High Value
16729,52,6,6383,3,2,3,323,High Value
16730,57,10,7178,3,3,3,333,High Value
16731,16,5,6438,3,2,3,323,High Value
16732,323,4,3559,1,1,2,112,Hibernated Normal Value
16733,527,3,1465,1,1,1,111,Hibernated Normal Value
16734,329,4,5260,1,1,3,113,Hibernated Normal Value
16735,325,3,2139,1,1,1,111,Hibernated Normal Value
16736,235,3,1995,2,1,1,211,Normal Value
16737,60,5,2698,3,2,1,321,Normal Value
16738,50,4,3843,3,1,2,312,Normal Value
16739,140,6,5143,2,2,3,223,Key Development
16740,67,4,2279,3,1,1,311,Normal Value
16741,17,9,3152,3,3,2,332,High Value
16742,245,4,1764,2,1,1,211,Normal Value
16743,6,6,2985,3,2,2,322,Key Development
16744,34,4,616,3,1,1,311,Normal Value
16745,53,5,5048,3,2,3,323,High Value
16746,574,2,784,1,1,1,111,Hibernated Normal Value
16747,51,5,2742,3,2,2,322,Key Development
16748,292,4,2958,2,1,2,212,Normal Value
16749,101,3,2374,3,1,1,311,Normal Value
16750,412,3,4105,1,1,2,112,Hibernated Normal Value
16751,318,5,4215,1,2,2,122,Churned High Value
16752,350,3,1024,1,1,1,111,Hibernated Normal Value
16753,324,6,3857,1,2,2,122,Churned High Value
16754,181,5,4403,2,2,2,222,Key Development
16755,101,10,8274,3,3,3,333,High Value
16756,15,4,1132,3,1,1,311,Normal Value
16757,113,6,3864,2,2,2,222,Key Development
16758,826,2,1812,1,1,1,111,Hibernated Normal Value
16759,41,5,3817,3,2,2,322,Key Development
16760,107,8,5403,3,3,3,333,High Value
16761,1024,1,282,1,1,1,111,Hibernated Normal Value
16762,465,7,3697,1,3,2,132,Churned High Value
16763,229,8,4981,2,3,3,233,High Value
16764,2,3,1343,3,1,1,311,Normal Value
16765,316,1,427,1,1,1,111,Hibernated Normal Value
16766,61,10,8037,3,3,3,333,High Value
16767,241,4,2672,2,1,1,211,Normal Value
16768,483,6,7708,1,2,3,123,Churned High Value
16769,79,8,7082,3,3,3,333,High Value
16770,726,4,1351,1,1,1,111,Hibernated Normal Value
16771,31,5,2858,3,2,2,322,Key Development
16772,6,9,7029,3,3,3,333,High Value
16773,2,6,3405,3,2,2,322,Key Development
16774,608,3,2978,1,1,2,112,Hibernated Normal Value
16775,57,6,9757,3,2,3,323,High Value
16776,463,5,5304,1,2,3,123,Churned High Value
16777,426,4,3405,1,1,2,112,Hibernated Normal Value
16778,513,3,2084,1,1,1,111,Hibernated Normal Value
16779,40,5,2923,3,2,2,322,Key Development
16780,331,4,3505,1,1,2,112,Hibernated Normal Value
16781,234,6,3745,2,2,2,222,Key Development
16782,680,5,4292,1,2,2,122,Churned High Value
16783,264,6,3437,2,2,2,222,Key Development
16784,611,2,2898,1,1,2,112,Hibernated Normal Value
16785,553,5,4153,1,2,2,122,Churned High Value
16786,260,7,5887,2,3,3,233,High Value
16787,18,4,3402,3,1,2,312,Normal Value
16788,232,5,5818,2,2,3,223,Key Development
16789,1034,1,425,1,1,1,111,Hibernated Normal Value
16790,320,4,3185,1,1,2,112,Hibernated Normal Value
16791,167,3,1281,2,1,1,211,Normal Value
16792,466,4,5068,1,1,3,113,Hibernated Normal Value
16793,117,7,7647,2,3,3,233,High Value
16794,422,5,3947,1,2,2,122,Churned High Value
16795,510,5,5010,1,2,3,123,Churned High Value
16796,77,6,6201,3,2,3,323,High Value
16797,40,5,4400,3,2,2,322,Key Development
16798,106,5,1140,3,2,1,321,Normal Value
16799,49,2,2429,3,1,1,311,Normal Value
16800,329,6,4838,1,2,3,123,Churned High Value
16801,32,4,2551,3,1,1,311,Normal Value
16802,257,5,2994,2,2,2,222,Key Development
16803,38,7,6848,3,3,3,333,High Value
16804,308,6,3435,1,2,2,122,Churned High Value
16805,205,8,7558,2,3,3,233,High Value
16806,820,4,3335,1,1,2,112,Hibernated Normal Value
16807,282,4,4817,2,1,3,213,Normal Value
16808,205,3,5925,2,1,3,213,Normal Value
16809,410,4,2730,1,1,2,112,Hibernated Normal Value
16810,79,8,6550,3,3,3,333,High Value
16811,434,3,4411,1,1,2,112,Hibernated Normal Value
16812,1055,2,2510,1,1,1,111,Hibernated Normal Value
16813,247,4,3058,2,1,2,212,Normal Value
16814,144,5,2620,2,2,1,221,Normal Value
16815,651,3,1430,1,1,1,111,Hibernated Normal Value
16816,84,3,2081,3,1,1,311,Normal Value
16817,874,4,2426,1,1,1,111,Hibernated Normal Value
16818,283,2,1496,2,1,1,211,Normal Value
16819,151,4,2040,2,1,1,211,Normal Value
16820,57,7,4630,3,3,3,333,High Value
16821,554,4,1472,1,1,1,111,Hibernated Normal Value
16822,29,4,2246,3,1,1,311,Normal Value
16823,14,6,5662,3,2,3,323,High Value
16824,512,3,2344,1,1,1,111,Hibernated Normal Value
16825,178,5,3632,2,2,2,222,Key Development
16826,450,3,1512,1,1,1,111,Hibernated Normal Value
16827,26,5,3898,3,2,2,322,Key Development
16828,75,4,1532,3,1,1,311,Normal Value
16829,7,7,5783,3,3,3,333,High Value
16830,282,6,6114,2,2,3,223,Key Development
16831,295,3,2191,1,1,1,111,Hibernated Normal Value
16832,192,9,6672,2,3,3,233,High Value
16833,310,3,1778,1,1,1,111,Hibernated Normal Value
16834,568,6,3915,1,2,2,122,Churned High Value
16835,180,5,3222,2,2,2,222,Key Development
16836,338,7,5460,1,3,3,133,Churned High Value
16837,492,1,695,1,1,1,111,Hibernated Normal Value
16838,475,5,3916,1,2,2,122,Churned High Value
16839,10,5,4605,3,2,3,323,High Value
16840,331,4,2188,1,1,1,111,Hibernated Normal Value
16841,170,7,7656,2,3,3,233,High Value
16842,41,3,2464,3,1,1,311,Normal Value
16843,176,6,2534,2,2,1,221,Normal Value
16844,8,6,5332,3,2,3,323,High Value
16845,70,5,3558,3,2,2,322,Key Development
16846,301,4,1690,1,1,1,111,Hibernated Normal Value
16847,25,7,4887,3,3,3,333,High Value
16848,174,3,3456,2,1,2,212,Normal Value
16849,129,4,2154,2,1,1,211,Normal Value
16850,64,7,5816,3,3,3,333,High Value
16851,344,2,1895,1,1,1,111,Hibernated Normal Value
16852,256,3,3378,2,1,2,212,Normal Value
16853,23,4,2705,3,1,1,311,Normal Value
16854,103,5,2999,3,2,2,322,Key Development
16855,215,8,4665,2,3,3,233,High Value
16856,342,2,739,1,1,1,111,Hibernated Normal Value
16857,34,4,4225,3,1,2,312,Normal Value
16858,197,5,2455,2,2,1,221,Normal Value
16859,390,1,752,1,1,1,111,Hibernated Normal Value
16860,164,5,3818,2,2,2,222,Key Development
16861,10,8,5016,3,3,3,333,High Value
16862,396,4,4096,1,1,2,112,Hibernated Normal Value
16863,90,5,3583,3,2,2,322,Key Development
16864,375,6,5176,1,2,3,123,Churned High Value
16865,323,7,5745,1,3,3,133,Churned High Value
16866,141,6,2445,2,2,1,221,Normal Value
16867,604,5,3722,1,2,2,122,Churned High Value
16868,310,3,1623,1,1,1,111,Hibernated Normal Value
16869,765,4,2462,1,1,1,111,Hibernated Normal Value
16870,38,8,5833,3,3,3,333,High Value
16871,1021,3,2812,1,1,2,112,Hibernated Normal Value
16872,320,3,1698,1,1,1,111,Hibernated Normal Value
16873,45,7,7935,3,3,3,333,High Value
16874,284,9,7311,2,3,3,233,High Value
16875,366,3,1408,1,1,1,111,Hibernated Normal Value
16876,14,3,2519,3,1,1,311,Normal Value
16877,41,6,3109,3,2,2,322,Key Development
16878,331,3,1124,1,1,1,111,Hibernated Normal Value
16879,130,7,2899,2,3,2,232,Key Development
16880,172,3,1826,2,1,1,211,Normal Value
16881,61,4,1878,3,1,1,311,Normal Value
16882,269,8,4319,2,3,2,232,Key Development
16883,543,2,744,1,1,1,111,Hibernated Normal Value
16884,215,10,9334,2,3,3,233,High Value
16885,658,1,102,1,1,1,111,Hibernated Normal Value
16886,57,7,5880,3,3,3,333,High Value
16887,340,6,6751,1,2,3,123,Churned High Value
16888,236,3,1173,2,1,1,211,Normal Value
16889,436,4,1559,1,1,1,111,Hibernated Normal Value
16890,256,6,3081,2,2,2,222,Key Development
16891,62,7,4447,3,3,2,332,High Value
16892,22,8,7985,3,3,3,333,High Value
16893,599,8,5267,1,3,3,133,Churned High Value
16894,198,7,3820,2,3,2,232,Key Development
16895,75,8,2623,3,3,1,331,Normal Value
16897,19,8,8819,3,3,3,333,High Value
16898,15,2,283,3,1,1,311,Normal Value
16899,168,7,4566,2,3,3,233,High Value
16900,96,3,1120,3,1,1,311,Normal Value
16901,4,2,975,3,1,1,311,Normal Value
16902,156,5,3830,2,2,2,222,Key Development
16903,23,7,5065,3,3,3,333,High Value
16904,215,5,3279,2,2,2,222,Key Development
16905,114,8,11122,2,3,3,233,High Value
16906,599,3,2701,1,1,1,111,Hibernated Normal Value
16907,153,6,4887,2,2,3,223,Key Development
16908,189,2,516,2,1,1,211,Normal Value
16909,377,5,5884,1,2,3,123,Churned High Value
16910,200,8,5056,2,3,3,233,High Value
16911,53,3,3646,3,1,2,312,Normal Value
16912,170,6,4909,2,2,3,223,Key Development
16913,756,2,1895,1,1,1,111,Hibernated Normal Value
16914,11,6,5693,3,2,3,323,High Value
16915,3,7,4693,3,3,3,333,High Value
16916,50,8,7623,3,3,3,333,High Value
16917,268,4,3726,2,1,2,212,Normal Value
16918,177,8,8633,2,3,3,233,High Value
16919,89,6,1183,3,2,1,321,Normal Value
16920,20,4,3815,3,1,2,312,Normal Value
16921,231,6,2558,2,2,1,221,Normal Value
16922,472,2,2103,1,1,1,111,Hibernated Normal Value
16923,522,3,2678,1,1,1,111,Hibernated Normal Value
16924,40,3,1931,3,1,1,311,Normal Value
16925,107,5,1511,3,2,1,321,Normal Value
16926,318,6,3215,1,2,2,122,Churned High Value
16927,186,4,3447,2,1,2,212,Normal Value
16928,230,4,2480,2,1,1,211,Normal Value
16929,199,8,5127,2,3,3,233,High Value
16930,123,6,3029,2,2,2,222,Key Development
16931,82,11,6997,3,3,3,333,High Value
16932,17,4,2623,3,1,1,311,Normal Value
16933,185,5,2680,2,2,1,221,Normal Value
16934,832,2,1642,1,1,1,111,Hibernated Normal Value
16935,517,3,745,1,1,1,111,Hibernated Normal Value
16936,196,3,769,2,1,1,211,Normal Value
16937,532,3,2856,1,1,2,112,Hibernated Normal Value
16938,12,6,6710,3,2,3,323,High Value
16939,246,6,4736,2,2,3,223,Key Development
16940,539,3,2152,1,1,1,111,Hibernated Normal Value
16941,828,5,2741,1,2,2,122,Churned High Value
16942,121,5,5537,2,2,3,223,Key Development
16943,133,5,2399,2,2,1,221,Normal Value
16944,140,10,7554,2,3,3,233,High Value
16945,234,4,2978,2,1,2,212,Normal Value
16946,421,3,3111,1,1,2,112,Hibernated Normal Value
16947,83,10,9582,3,3,3,333,High Value
16948,370,11,6774,1,3,3,133,Churned High Value
16949,627,3,1783,1,1,1,111,Hibernated Normal Value
16950,66,6,8123,3,2,3,323,High Value
16951,119,4,3455,2,1,2,212,Normal Value
16952,356,3,2836,1,1,2,112,Hibernated Normal Value
16953,431,3,3037,1,1,2,112,Hibernated Normal Value
16954,89,7,7641,3,3,3,333,High Value
16955,143,3,2360,2,1,1,211,Normal Value
16956,17,6,3696,3,2,2,322,Key Development
16957,231,3,1496,2,1,1,211,Normal Value
16958,424,6,2952,1,2,2,122,Churned High Value
16959,520,1,30,1,1,1,111,Hibernated Normal Value
16960,0,5,3877,3,2,2,322,Key Development
16961,157,5,3931,2,2,2,222,Key Development
16962,4,9,5333,3,3,3,333,High Value
16963,264,5,4990,2,2,3,223,Key Development
16964,152,3,4755,2,1,3,213,Normal Value
16965,114,2,779,2,1,1,211,Normal Value
16966,458,3,1630,1,1,1,111,Hibernated Normal Value
16967,494,2,3268,1,1,2,112,Hibernated Normal Value
16968,256,5,2976,2,2,2,222,Key Development
16969,192,4,1908,2,1,1,211,Normal Value
16970,55,6,4755,3,2,3,323,High Value
16971,849,3,1704,1,1,1,111,Hibernated Normal Value
16972,35,6,4278,3,2,2,322,Key Development
16973,415,6,5739,1,2,3,123,Churned High Value
16974,625,3,2597,1,1,1,111,Hibernated Normal Value
16975,73,9,6564,3,3,3,333,High Value
16976,129,6,6801,2,2,3,223,Key Development
16977,327,2,1678,1,1,1,111,Hibernated Normal Value
16978,327,6,3340,1,2,2,122,Churned High Value
16979,3,5,2690,3,2,1,321,Normal Value
16980,446,5,3293,1,2,2,122,Churned High Value
16981,1185,1,1040,1,1,1,111,Hibernated Normal Value
16982,87,8,4555,3,3,3,333,High Value
16983,308,3,2343,1,1,1,111,Hibernated Normal Value
16984,384,7,6974,1,3,3,133,Churned High Value
16985,134,7,5458,2,3,3,233,High Value
16986,39,6,2954,3,2,2,322,Key Development
16987,125,2,2843,2,1,2,212,Normal Value
16988,386,4,5749,1,1,3,113,Hibernated Normal Value
16989,633,5,3741,1,2,2,122,Churned High Value
16990,282,4,3154,2,1,2,212,Normal Value
16991,417,3,1419,1,1,1,111,Hibernated Normal Value
16992,4,7,4679,3,3,3,333,High Value
16993,53,7,4956,3,3,3,333,High Value
16994,408,5,5355,1,2,3,123,Churned High Value
16995,495,6,4967,1,2,3,123,Churned High Value
16996,87,4,2436,3,1,1,311,Normal Value
16997,201,5,1425,2,2,1,221,Normal Value
16998,288,4,2490,2,1,1,211,Normal Value
16999,482,1,60,1,1,1,111,Hibernated Normal Value
17000,97,4,1999,3,1,1,311,Normal Value
17001,175,8,6573,2,3,3,233,High Value
17002,616,3,1500,1,1,1,111,Hibernated Normal Value
17003,1,7,4174,3,3,2,332,High Value
17004,418,5,4676,1,2,3,123,Churned High Value
17005,21,5,4087,3,2,2,322,Key Development
17006,83,10,6485,3,3,3,333,High Value
17007,915,2,2372,1,1,1,111,Hibernated Normal Value
17008,403,3,1321,1,1,1,111,Hibernated Normal Value
17009,52,3,1571,3,1,1,311,Normal Value
17010,491,3,1196,1,1,1,111,Hibernated Normal Value
17011,240,4,2887,2,1,2,212,Normal Value
17012,46,7,7385,3,3,3,333,High Value
17013,63,10,6794,3,3,3,333,High Value
17014,222,9,6319,2,3,3,233,High Value
17015,46,6,5930,3,2,3,323,High Value
17016,107,6,7083,3,2,3,323,High Value
17017,0,8,7742,3,3,3,333,High Value
17018,766,5,3410,1,2,2,122,Churned High Value
17019,51,4,2650,3,1,1,311,Normal Value
17020,239,7,6355,2,3,3,233,High Value
17021,3,5,3057,3,2,2,322,Key Development
17022,1113,1,444,1,1,1,111,Hibernated Normal Value
17023,221,6,4226,2,2,2,222,Key Development
17024,128,2,1387,2,1,1,211,Normal Value
17025,785,8,4047,1,3,2,132,Churned High Value
17026,237,2,1535,2,1,1,211,Normal Value
17027,160,2,2162,2,1,1,211,Normal Value
17029,146,3,2988,2,1,2,212,Normal Value
17030,-1,2,991,3,1,1,311,Normal Value
17031,314,8,9069,1,3,3,133,Churned High Value
17032,141,6,7025,2,2,3,223,Key Development
17033,139,8,7204,2,3,3,233,High Value
